,Headlines,Summary,Time,ner_text,GPE,LOC,PERSON,ORG,DATE,Type of Crime
429,Taji Khokhar arrested ,"RAWALPINDI, July 26: Police finally arrested Taji Khokhar in the murder case of a woman on Friday night. 

However,... 
    ",2013-07-27,"[RAWALPINDI, July 26, Taji Khokhar, Friday, night]",[],[],['Taji Khokhar'],['RAWALPINDI'],"['July 26', 'Friday']",['Murder']
430,Five of a family killed on road near Kohat,"KOHAT, July 26: Five members of a family were killed and ten were injured when a van collided head-on with a truck ... 
    ",2013-07-27,"[KOHAT, July 26, Five, ten]",[],[],[],['KOHAT'],['July 26'],['Murder']
431,Child killed in Khar mortar shell blast,"KHAR/MINGORA, July 26: A child was killed and four injured when a mortar shell exploded in Kosar village of Bajaur... 
    ",2013-07-27,"[July 26, four, Kosar village, Bajaur]","['Kosar village', 'Bajaur']",[],[],[],['July 26'],"['Murder', 'Assault']"
432,6 militants killed  in clash,"QUETTA, Aug 16: At least six militants were killed during an operation carried out by security forces in mountainous... 
    ",2013-08-17,"[QUETTA, Aug 16, At least six]",['QUETTA'],[],[],[],['Aug 16'],['Murder']
433,Three gunned down in Miramshah,"MIRAMSHAH, Aug 17: Three people were killed and two injured when five armed men opened indiscriminate fire in a... 
    ",2013-08-18,"[MIRAMSHAH, Aug 17, Three, two, five]",[],[],[],['MIRAMSHAH'],['Aug 17'],[]
434,Two more militants killed in Bolan,"QUETTA, Aug 17: Two more militants were killed in a gunbattle between security forces during search operation in the... 
    ",2013-08-18,"[QUETTA, Aug 17, Two]",['QUETTA'],[],[],[],['Aug 17'],['Murder']
435,Two women injured,"KOHAT, Aug 17: Two women were seriously injured in a hand grenade attack in Nasrat Khel village on Hangu Road on... 
    ",2013-08-18,"[KOHAT, Aug 17, Two, Nasrat Khel village, Hangu Road]",['Nasrat Khel village'],[],[],['KOHAT'],['Aug 17'],[]
436,Flood victims held for injuring rescuers,"GUJRANWALA, Aug 17: Wahando police arrested some half a dozen flood victims for roughing up and injuring four... 
    ",2013-08-18,"[GUJRANWALA, Aug 17, some half a dozen, four]",[],[],[],['GUJRANWALA'],['Aug 17'],[]
437,WFP food items seized ,"KHAR, Aug 21: The local administration on Wednesday recovered from a house huge quantity of items provided by the... 
    ",2013-08-22,"[Aug 21, Wednesday]",[],[],[],[],"['Aug 21', 'Wednesday']",[]
438,Three killed in Balochistan firing incidents,"QUETTA, Aug 24: Three people, including a sub-inspector of police, were killed in armed attacks in Tump and Turbat... 
    ",2013-08-25,"[QUETTA, Aug 24, Three, Tump, Turbat]","['QUETTA', 'Tump', 'Turbat']",[],[],[],['Aug 24'],['Murder']
439,Grenades hurled at Mengals house,"Police sources said armed men hurled two hand grenades at the house of Mengal which exploded in his courtyard.  
    ",2013-09-01,"[two, Mengal]",['Mengal'],[],[],[],[],['Murder']
440,"Cop killed, another hurt in shooting by outlaws","LAHORE, Aug 31: A Crimes Investigation Agency police constable was killed while a head-constable suffered injuries... 
    ",2013-09-01,"[LAHORE, Aug 31]",['LAHORE'],[],[],[],['Aug 31'],['Murder']
441,Firing on clinic leaves two dead ,"MIANWALI, Aug 31: A patient and a nurse were shot dead in an indiscriminate fire at a private clinic on Ballokhel... 
    ",2013-09-01,"[MIANWALI, Aug 31, Ballokhel]",[],[],['Ballokhel'],['MIANWALI'],['Aug 31'],['Murder']
442,Seminary students injured in attack,"QUETTA, Sept 5: Five students were injured in a grenade attack on a seminary adjacent to a mosque on Sariab Road on... 
    ",2013-09-05,"[QUETTA, Sept 5, Five, Sariab Road]",['QUETTA'],[],[],[],['Sept 5'],[]
443,Pakistani militants accused of attacking mosque in Kabul,"KABUL, Sept 5: Afghanistans intelligence agency alleged on Thursday that its men shot dead two members of a... 
    ",2013-09-06,"[KABUL, Sept 5, Thursday, two]",['KABUL'],[],[],[],"['Sept 5', 'Thursday']",['Murder']
444,Police officer made OSD,"LAHORE, Sept 5: The Punjab police chief on Thursday transferred Punjab Elite Police Force Deputy Director Kamran ... 
    ",2013-09-06,"[LAHORE, Sept 5, Punjab, Thursday, Punjab Elite Police Force, Kamran]",['LAHORE'],[],['Kamran'],['Punjab Elite Police Force'],"['Sept 5', 'Thursday']",[]
445,"Policemen deprived of arms, ammunition","QUETTA, Sept 12: Armed men attacked a police van and snatched arms and ammunition from policemen in Hub tehsil of... 
    ",2013-09-13,"[QUETTA, Sept 12, Hub tehsil]",['QUETTA'],['Hub tehsil'],[],[],['Sept 12'],['Assault']
446,Alleged killer of three security officials arrested,"GILGIT, Sept 12: The suspected leader of the death squad which had allegedly killed three security officials was... 
    ",2013-09-13,"[GILGIT, Sept 12, three]",[],[],[],['GILGIT'],['Sept 12'],['Murder']
447,3 alleged kidnappers arrested in Quetta,"QUETTA, Sept 21: Police on Saturday claimed to have arrested three members of a gang allegedly involved in ... 
    ",2013-09-22,"[QUETTA, Sept 21, Saturday, three]",['QUETTA'],[],[],[],"['Sept 21', 'Saturday']",['Assault']
448,Two die in attack on drug den ,"KARACHI, Sept 21: An armed attack outside a drug den in Landhi area of the city left at least two people dead and... 
    ",2013-09-22,"[KARACHI, Sept 21, Landhi, at least two]","['KARACHI', 'Landhi']",[],[],[],['Sept 21'],[]
449,22 injured in Sibi blast,"QUETTA, Sept 22: At least 22 people, including a journalist, were injured in a bomb blast in Sibi on Sunday. Police... 
    ",2013-09-23,"[QUETTA, Sept 22, At least 22, Sibi, Sunday]",['QUETTA'],[],[],['Sibi'],"['Sept 22', 'Sunday']",['Terrorism']
450,Two girls killed on road,"CHARSADDA, Sept 25: Two girls on Wednesday were killed when a car hit them in Shabqadar tehsil here.

Local ... 
    ",2013-09-26,"[CHARSADDA, Sept 25, Two, Wednesday, Shabqadar]",['Shabqadar'],[],[],['CHARSADDA'],"['Sept 25', 'Wednesday']",['Murder']
451,"Security man, two kidnap suspects killed","QUETTA, Oct 5: A security man and two alleged kidnappers were killed and four suspects were captured after an... 
    ",2013-10-06,"[QUETTA, Oct 5, two, four]",['QUETTA'],[],[],[],['Oct 5'],[]
452,"Four held, weapons seized in Quetta raids","QUETTA, Oct 6: Four suspects were taken into custody by joint teams of police and the Frontier Corps during raids... 
    ",2013-10-07,"[QUETTA, Oct 6, Four, the Frontier Corps]",['QUETTA'],[],[],['the Frontier Corps'],['Oct 6'],[]
453,Three killed after attack on Nato tankers,"QUETTA, Nov 4: Three suspects were killed in crossfire with Frontier Corps personnel after they allegedly torched ... 
    ",2013-11-05,"[QUETTA, Nov 4, Three, Frontier Corps]",['QUETTA'],[],[],['Frontier Corps'],['Nov 4'],[]
454,Two die in attack on Nato vehicle,"QUETTA, Nov 6: Driver of a long vehicle carrying a container and another person died in an attack in Khuzdar area on... 
    ",2013-11-07,"[QUETTA, Nov 6, Khuzdar]","['QUETTA', 'Khuzdar']",[],[],[],['Nov 6'],[]
455,Nato truck attacked,"LANDI KOTAL, Nov 7: Cleaner of a Nato container was injured when the vehicle was fired at by unidentified gunmen in... 
    ",2013-11-08,"[LANDI KOTAL, Nov 7, Nato]",[],[],['LANDI KOTAL'],['Nato'],['Nov 7'],"['Assault', 'Terrorism']"
456,Two shot dead,"QUETTA, Nov 19: Two men  Muhammad Qasim Yousufzai and Abdul Basit  were gunned down in Quetta and Mashkel on... 
    ",2013-11-20,"[QUETTA, Nov 19, Two, Muhammad Qasim Yousufzai, Abdul Basit , Quetta, Mashkel]","['QUETTA', 'Quetta', 'Mashkel']",[],"['Muhammad Qasim Yousufzai', 'Abdul Basit \x97']",[],['Nov 19'],['Murder']
457,Militants who killed mountaineers were trained in Miramshah,"ISLAMABAD: The gunmen who killed 10 foreign mountaineers and a local helper in Diamer (Gilgit-Baltistan) in June... 
    ",2013-11-20,"[ISLAMABAD, 10, Diamer, Gilgit-Baltistan, June]","['ISLAMABAD', 'Diamer']",[],[],['Gilgit-Baltistan'],['June'],[]
458,7 die as coach overturns near Kalat,"QUETTA, Dec 12: At least seven people were killed and 15 others, a woman and some children among them, injured when ... 
    ",2013-12-13,"[QUETTA, Dec 12, At least seven, 15]",['QUETTA'],[],[],[],['Dec 12'],[]
459,"TV producer, relatives shot at and injured ","KARACHI: A senior media person, two of his sons and a cousin were shot at and wounded on Tuesday night near NIPA... 
    ",2013-12-25,"[KARACHI, two, Tuesday, night, NIPA]",[],[],[],"['KARACHI', 'NIPA']",['Tuesday'],['Kidnapping']
460,Shaukat Aziz silent abroad,"Hes been dragged back from political obscurity this week, or at least his name has, by the very man who put him ... 
    ",2013-12-25,[this week],[],[],[],[],['this week'],[]
461,Man killed in Iran border firing,"QUETTA: A Pakistani man was killed and two others injured in two incidents of firing by Iranian forces in the border... 
    ",2013-12-26,"[QUETTA, Pakistani, two, two, Iranian]",['QUETTA'],[],[],[],[],[]
462,"Man, girl die in separate accidents","QUETTA: A man and a minor girl died in two separate accidents while a woman was shot and injured on Monday. 

Police... 
    ",2013-12-31,"[QUETTA, two, Monday]",['QUETTA'],[],[],[],['Monday'],[]
463,Youth killed in bid to stop suicide attack,"KOHAT: A student was killed outside a school in Ibrahemzai area in Hangu on Monday when a suicide attacker he was... 
    ",2014-01-07,"[KOHAT, Ibrahemzai, Hangu, Monday]","['Ibrahemzai', 'Hangu']",[],[],['KOHAT'],['Monday'],[]
464,Constable injured in grenade attack ,"QUETTA: A constable was seriously injured when armed men on a motorcycle hurled a grenade at the building of... 
    ",2014-01-07,[QUETTA],['QUETTA'],[],[],[],[],['Terrorism']
465,2 shot dead for defying curfew,"MIRAMSHAH: Security forces shot dead two civilians for defying curfew restrictions at Miramshah in North Waziristan... 
    ",2014-01-07,"[MIRAMSHAH, two, Miramshah, North Waziristan]",[],[],"['Miramshah', 'North Waziristan']",['MIRAMSHAH'],[],[]
466,17 districts of Balochistan plunge into darkness,"DERA MURAD JAMALI: Miscreants blew up two pylons of high transmission line near Chattar area in Nasirabad late on... 
    ",2014-01-09,"[DERA MURAD JAMALI, two, Chattar, Nasirabad]","['Chattar', 'Nasirabad']",[],['DERA MURAD JAMALI'],[],[],[]
467,Suicide bomber killed as security forces foil attack,"DERA ISMAIL KHAN: A suicide bomber blew himself up while another escaped in injured condition when security forces... 
    ",2014-01-09,[DERA ISMAIL KHAN],[],[],['DERA ISMAIL KHAN'],[],[],['Burglary']
468,Child among four killed by security forces: rights body ,"QUETTA: A human rights organisation has alleged that security forces have recently kidnapped and killed five ... 
    ",2014-01-13,"[QUETTA, five]",['QUETTA'],[],[],[],[],[]
469,Child among four killed by security forces: rights body ,"QUETTA: A human rights organisation has alleged that security forces have recently kidnapped and killed five ... 
    ",2014-01-15,"[QUETTA, five]",['QUETTA'],[],[],[],[],[]
470,"Two kidnappers, hostage  killed in raid on hideout","QUETTA: Two alleged kidnappers and an abducted man were killed and three security personnel injured in a gunbattle... 
    ",2014-01-16,"[QUETTA, Two, three]",['QUETTA'],[],[],[],[],['Terrorism']
471,"Three kidnappers, hostage killed","QUETTA: Three alleged kidnappers and a hostage were killed and two policemen injured in a gunfight between the law... 
    ",2014-01-22,"[QUETTA, Three, two]",['QUETTA'],[],[],[],[],['Terrorism']
472,Young man killed in sectarian attack,"KARACHI: A young man was shot dead while another critically wounded in a sectarian attack here on Monday ... 
    ",2014-02-04,"[KARACHI, sectarian, Monday]",['KARACHI'],[],[],[],['Monday'],"['Murder', 'Assault']"
473,Bullet-riddled body found in Mand,"GWADAR: The bullet-riddled body of an unidentified man was found on Saturday in Mand, a town in Kech district... 
    ",2014-02-09,"[GWADAR, Saturday, Mand, Kech]","['Mand', 'Kech']",[],[],['GWADAR'],['Saturday'],[]
474,Pakistani held in S. Africa for firing at rioters,"CULLINAN (South Africa): Police said on Wednesday they had arrested a Pakistani man accused of opening fire on a... 
    ",2014-02-20,"[CULLINAN, South Africa, Wednesday, Pakistani]",['South Africa'],[],[],['CULLINAN'],['Wednesday'],[]
475,Seven killed in firing,"MIRAMSHAH: Seven people were killed and three others wounded in an attack on a vehicle in Quttabkhel area, 5km from... 
    ",2014-02-20,"[MIRAMSHAH, Seven, three, Quttabkhel, 5km]",['Quttabkhel'],[],[],['MIRAMSHAH'],[],[]
476,Two killed as pressure blows up gas pipeline,"SUKKUR: Two watchmen died and two others were injured when a 36-inch diameter gas pipeline originating from Qadirpur... 
    ",2014-02-20,"[SUKKUR, Two, watchmen, two, 36-inch, Qadirpur]",['Qadirpur'],[],[],['SUKKUR'],[],[]
477,Militant hideouts pounded,"Several suspected militants were feared dead when helicopter gunships attacked their hideouts in FR Sherani and DI Khan. 
    ",2014-02-28,"[FR Sherani, DI Khan]",[],[],"['FR Sherani', 'DI Khan']",[],[],"['Murder', 'Assault']"
478,Five killed in Balochistan ,"QUETTA: Five people were killed and a truck driver was kidnapped in different incidents in parts of Balochistan on... 
    ",2014-03-01,"[QUETTA, Five, Balochistan]","['QUETTA', 'Balochistan']",[],[],[],[],['Kidnapping']
479,"Six held with grenades, explosives","ISLAMABAD: Police claimed to have arrested six suspects and seized a number of hand-grenades, explosives and weapons... 
    ",2014-03-01,"[ISLAMABAD, six]",['ISLAMABAD'],[],[],[],[],[]
480,10 militants killed in gunfight with  FC troops,"QUETTA: Ten suspected militants were killed in a gunbattle with security forces in Sui area of Dera Bugti district ... 
    ",2014-03-02,"[QUETTA, Ten, Sui, Dera Bugti]","['QUETTA', 'Sui', 'Dera Bugti']",[],[],[],[],[]
481,3 militants die in North Waziristan attack,"MIRAMSHAH: Three militants were killed after a rocket hit their vehicle in the Sirai Darpakhel area of North... 
    ",2014-03-13,"[MIRAMSHAH, Three, Sirai Darpakhel, North]",[],"['Sirai Darpakhel', 'North']",[],['MIRAMSHAH'],[],[]
482,Three shot dead in Karachi,"KARACHI: A police constable and the brother of an Imambargah trustee were shot dead here on Saturday night, ... 
    ",2014-03-23,"[KARACHI, Imambargah, Saturday night]",['KARACHI'],[],[],['Imambargah'],[],['Murder']
483,Five militants killed in shootout,"GWADAR: Five militants were killed and three others injured in an encounter with security forces on the... 
    ",2014-03-23,"[GWADAR, Five, three, encounter]",[],[],[],['GWADAR'],[],[]
484,TTP accuses govt of stepping up attacks in tribal areas,"TTP has accused the govt of increasing attacks on militant hideouts and raids on houses of its members in tribal areas. 
    ",2014-03-23,[TTP],[],[],[],['TTP'],[],[]
485,N. Waziristan attack leaves two dead,"Two people were killed and two others injured in an attack in Lowara Mandi area in Dattakhel tehsil.  
    ",2014-03-23,"[Two, two, Lowara Mandi, Dattakhel]","['Lowara Mandi', 'Dattakhel']",[],[],[],[],[]
486,Container driver shot dead,"DERA MURAD JAMALI: The driver of a container carrying Afghan Transit Trade (ATT) goods was shot dead near the town ... 
    ",2014-04-01,"[DERA MURAD JAMALI, Afghan Transit Trade]",[],[],['DERA MURAD JAMALI'],['Afghan Transit Trade'],[],['Murder']
487,"Girl caught in crossfire, killed","KARACHI: A girl was killed during a clash between two gangs in Chanesar Goth on Friday, Mehmoodabad police said.The... 
    ",2014-04-05,"[KARACHI, two, Chanesar Goth, Friday, Mehmoodabad]",['KARACHI'],[],[],"['Chanesar Goth', 'Mehmoodabad']",['Friday'],"['Kidnapping', 'Assault']"
488,ASI killed in Quetta,"QUETTA: A police official was gunned down here on Saturday, police said.Gunmen on a motorcycle opened fire at... 
    ",2014-04-20,"[QUETTA, Saturday]",['QUETTA'],[],[],[],['Saturday'],['Murder']
489,Bomb blast leaves three policemen injured,"DERA MURAD JAMALI: Three policemen were seriously injured after their vehicle was hit by a bomb triggered by a ... 
    ",2014-04-23,"[DERA MURAD JAMALI, Three]",[],[],['DERA MURAD JAMALI'],[],[],['Terrorism']
490,Seven injured in Chaman blast,"QUETTA: Seven people, including a security man, were injured in a bomb blast in the border town of Chaman on... 
    ",2014-04-23,"[QUETTA, Seven, Chaman]","['QUETTA', 'Chaman']",[],[],[],[],['Terrorism']
